ISBN;AccessionNum;LoanID;Title;Genre;Category;Publisher;Author;Author;OnLoan;Stock;Language;YearOfPublication;Yazar ISBN Kodu
ISBN_000000000000852;ACCS_000000000000838;LOAN_000000000000877;Çikolata Kapl? Hüzünler;Roman / Dram;Türk Edebiyat?;Ötüken Yay?nevi;Canan Tan;Canan;Tan;0;Türkçe;44525,3858;100195
ISBN_000000000000853;ACCS_000000000000839;LOAN_000000000000878;Çile;Roman / Dram;?iir;T.C ?stanbul Valili?i;Necip Fazil Kisakürek;Necip Fazil;Kisakürek;0;Türkçe;45566,4239;100307
ISBN_000000000000854;ACCS_000000000000840;LOAN_000000000000879;Çin Denemeleri;Deneme / Felsefe;Felsefe ve Psikoloji;Ötüken Yay?nevi;Wolfram Eberhard;Wolfram;Eberhard;0;Türkçe;45342,41796;100508
ISBN_000000000000855;ACCS_000000000000841;LOAN_000000000000880;Çin Kaynaklar?na Göre Eski Türk Boylar?;Tarih / Ara?t?rma;Tarih ve Co?rafya;Ötüken Yay?nevi;Ahmet Ta?a??l;Ahmet;Ta?a??l;0;Türkçe;45345,59244;100063
ISBN_000000000000856;ACCS_000000000000842;LOAN_000000000000881;Çislerin Damlas? ?nsanl?k ?çin;Deneme / Felsefe;?iir;Alt?n Kitaplar;Ruhigül Çetin;Ruhigül;Çetin;0;Türkçe;44523,53792;100509
ISBN_000000000000857;ACCS_000000000000843;LOAN_000000000000882;Çizgili Pijamal? Çocuk;Roman / Sava?;Dünya Edebiyat?;Alt?n Kitaplar;Jon Boyne;Jon;Boyne;0;Türkçe;44526,33294;100510
ISBN_000000000000858;ACCS_000000000000843;LOAN_000000000000883;Çizgili Pijamal? Çocuk;Roman / Dram;Dünya Edebiyat?;Alt?n Kitaplar;John Boyne;John;Boyne;0;Türkçe;44526,33628;100068
ISBN_000000000000859;ACCS_000000000000844;LOAN_000000000000884;Çocuk Kalbi;Çocuk / Fantastik;Dünya Edebiyat?;Alt?n Kitaplar;Edmondo De Amicis;Edmondo De;Amicis;0;Türkçe;45363,85841;100511
ISBN_000000000000860;ACCS_000000000000845;LOAN_000000000000885;Çocuk Ve Büyücüler;Çocuk / Fantastik;Dünya Edebiyat?;Alt?n Kitaplar;Paul Wagner;Paul;Wagner;0;Türkçe;45572,51781;100235
ISBN_000000000000861;ACCS_000000000000846;LOAN_000000000000886;Çocuk Ve Sanat E?itimi;Çocuk / Nutuk;Sanat;Alt?n Kitaplar;Yrd. Doç. Dr. Sevgi Gürtuna;Yrd. Doç. Dr. Sevgi;Gürtuna;0;Türkçe;45572,51782;100512
ISBN_000000000000862;ACCS_000000000000847;LOAN_000000000000887;Çocuklar ?çin Atatürk'Ün Dilinden Nutuk;Çocuk / ?iir;Ortado?u (Yak?ndo?u);Alt?n Kitaplar;Zeynep Zümrüteren;Zeynep;Zümrüteren;0;Türkçe;45572,51782;100513
ISBN_000000000000863;ACCS_000000000000848;LOAN_000000000000888;Çocuklar ?çin ?iirler;Roman / Dram;?iir;Alt?n Kitaplar;Memet Fuat;Memet;Fuat;0;Türkçe;44525,5047;100514
ISBN_000000000000864;ACCS_000000000000849;LOAN_000000000000889;Çocuklu?um;An?;Rus Edebiyat?;Ötüken Yay?nevi;Tolstoy;Nikolayeviç;Tolstoy;0;Türkçe;44529,36411;100019
ISBN_000000000000865;ACCS_000000000000849;LOAN_000000000000890;Çocuklu?um;An?;Rus Edebiyat?;Ötüken Yay?nevi;Maksim Gorki;Maksim;Gorki;0;Türkçe;44529,57638;100004
ISBN_000000000000866;ACCS_000000000000850;LOAN_000000000000891;Çocuklu?umdan;An? / Otobiyografi;Dünya Edebiyat?;Ötüken Yay?nevi;?zak Babel;?zak;Babel;0;Türkçe;44524,50447;100515
ISBN_000000000000867;ACCS_000000000000851;LOAN_000000000000892;Çocuklu?umu Ararken;Tarih / An?;Dünya Edebiyat?;Epsilon Yay?nevi;Kazuo Ishiguro;Kazuo;Ishiguro;0;Türkçe;44900,57676;100516
ISBN_000000000000868;ACCS_000000000000852;LOAN_000000000000893;Çoçuklar Vatan?nda Büyüsün;An?;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Olcay Yaz?c?;Olcay;Yaz?c?;0;Türkçe;45566,41529;100517
ISBN_000000000000869;ACCS_000000000000853;LOAN_000000000000894;Çok Bilen Çok Yan?l?r;Roman / Absürt;Türk Edebiyat?;Epsilon Yay?nevi;R. Mahmut Ekrem;R. Mahmut;Ekrem;0;Türkçe;44523,52863;100518
ISBN_000000000000870;ACCS_000000000000854;LOAN_000000000000895;Çöp Adam;Polisiye / Suç;Dünya Edebiyat?;Epsilon Yay?nevi;C. J. Tudor;C. J.;Tudor;0;Türkçe;45419,54366;100519
ISBN_000000000000871;ACCS_000000000000855;LOAN_000000000000896;Da V?nc? ?ifresi;Gerilim / Polisiye;Dünya Edebiyat?;Ötüken Yay?nevi;Dan Brown;Dan;Brown;0;Türkçe;44901,37377;100520
ISBN_000000000000871;ACCS_000000000000856;LOAN_000000000000897;Da V?nc? ?ifresi;Gerilim / Polisiye;Dünya Edebiyat?;Alt?n Kitaplar;Dan Brown;Dan;Brown;0;Türkçe;44525,57095;100520
ISBN_000000000000872;ACCS_000000000000857;LOAN_000000000000898;Da Vinci ?ifresi'Nin Çökü?ü;Gerilim / Polisiye;Dünya Edebiyat?;Can Yay?nlar?;L. Garlow  Peter Jones James;L. Garlow  Peter Jones;James;0;Türkçe;44526,57631;100521
ISBN_000000000000873;ACCS_000000000000858;LOAN_000000000000899;Dadem A?ac?;Roman/Dram;Dünya Edebiyat?;Alt?n Kitaplar;Dr. Ergon Mengi;Dr. Ergon;Mengi;0;Türkçe;44529,57461;100522
ISBN_000000000000874;ACCS_000000000000859;LOAN_000000000000900;Da??lma Devri Ve Türkçülük Hareketi;Roman / Dram;Tarih ve Co?rafya;Alt?n Kitaplar;R?dvan Ak?n;R?dvan;Ak?n;0;Türkçe;44900,55203;100523
ISBN_000000000000875;ACCS_000000000000860;LOAN_000000000000901;Da??n Öteki Yüzü;Bilim Kurgu / Gerilim;Türk Edebiyat?;Alt?n Kitaplar;Erendiz Atasü;Erendiz;Atasü;0;Türkçe;45345,56616;100524
ISBN_000000000000876;ACCS_000000000000861;LOAN_000000000000902;Daire 16;Roman;Dünya Edebiyat?;Alt?n Kitaplar;Adam Nevill;Adam;Nevill;0;Türkçe;45566,41039;100463
ISBN_000000000000877;ACCS_000000000000862;LOAN_000000000000903;Damga;Roman / Toplumsal;Türk Edebiyat?;Alt?n Kitaplar;Re?at Nuri Güntekin;Re?at Nuri;Güntekin;0;Türkçe;45572,55332;100175
ISBN_000000000000878;ACCS_000000000000863;LOAN_000000000000904;Damladan Deryaya;?iir;Türk Edebiyat?;Alt?n Kitaplar;Osman Nuri Topba?;Osman Nuri;Topba?;0;Türkçe;45363,86848;100525
ISBN_000000000000879;ACCS_000000000000864;LOAN_000000000000905;Dar Kap?;Roman / Dram;Dünya Edebiyat?;Nobel Sabah;Andre G?de;Andre;G?de;0;Türkçe;44526,41366;100526
ISBN_000000000000880;ACCS_000000000000865;LOAN_000000000000906;Dar Kap?;Roman/Dram;Dünya Edebiyat?;Can Yay?nlar?;Andre Gide;Andre;Gide;0;Türkçe;44526,44102;100526
ISBN_000000000000881;ACCS_000000000000866;LOAN_000000000000907;Das Kapital;Ekonomi;Tarih ve Co?rafya;Can Yay?nlar?;Karl Marx;Karl;Marx;0;Türkçe;44525,5012;100527
ISBN_000000000000882;ACCS_000000000000867;LOAN_000000000000908;Dava;Roman;Dünya Edebiyat?;Can Yay?nlar?;Eranz Kafka;Eranz;Kafka;0;Türkçe;45184,59535;100528
ISBN_000000000000883;ACCS_000000000000868;LOAN_000000000000909;Dava;Roman;Alman Edebiyat?;Tedev Yay?nlar?;Franz Kafka;Franz;Kafka;0;Türkçe;45562,55375;100186
ISBN_000000000000883;ACCS_000000000000869;LOAN_000000000000910;Dava;Roman;Alman Edebiyat?;Can Yay?nlar?;Franz Kafka;Franz;Kafka;0;Türkçe;45562,37219;100186
ISBN_000000000000884;ACCS_000000000000870;LOAN_000000000000911;Dav?d Copperf?eld;Roman;?ngiliz Edebiyat?;Can Yay?nlar?;Charles Dickens;Charles;Dickens;0;Türkçe;44526,52211;100091
ISBN_000000000000885;ACCS_000000000000871;LOAN_000000000000912;De Ayr?;Roman;Dil ve Dil Bilimi;Can Yay?nlar?;Ayhan Korkmaz;Ayhan;Korkmaz;0;Türkçe;45573,28488;100529
ISBN_000000000000886;ACCS_000000000000872;LOAN_000000000000913;Death Of A Salesman;Tiyatro / Dram;Dünya Edebiyat?;The Viking;Arthur Miller;Arthur;Miller;0;?ngilizce;45573,28501;100081
ISBN_000000000000887;ACCS_000000000000873;LOAN_000000000000914;Dede Korkut Hikayeleri;Destan / Halk Edebiyat?;Türk Edebiyat?;Türk Diyanet Vakf?;Fatma Hilal Ba?al;Fatma Hilal;Ba?al;0;Türkçe;45573,28502;100530
ISBN_000000000000888;ACCS_000000000000874;LOAN_000000000000915;Dede Korkut Hikayeleri;Destan / Halk Edebiyat?;Türk Edebiyat?;Can Yay?nlar?;Cevdet Kudret;Cevdet;Kudret;0;Türkçe;44900,52287;100531
ISBN_000000000000889;ACCS_000000000000874;LOAN_000000000000916;Dede Korkut Hikayeleri;Destan / Halk Edebiyat?;Türk Edebiyat?;Can Yay?nlar?;Erça??n Akbal;Erça??n;Akbal;0;Türkçe;44524,50358;100532
ISBN_000000000000890;ACCS_000000000000874;LOAN_000000000000917;Dede Korkut Hikayeleri;Destan / Halk Edebiyat?;Türk Edebiyat?;Can Yay?nlar?;Temel Eser;Temel;Eser;0;Türkçe;44526,39468;100533
ISBN_000000000000891;ACCS_000000000000875;LOAN_000000000000918;Dede Korkut Kitab?;Destan / Halk Edebiyat?;Türk Edebiyat?;Can Yay?nlar?;Prof.Dr. Muharrem Ergin;Prof.Dr. Muharrem;Ergin;0;Türkçe;45567,42069;100534
ISBN_000000000000892;ACCS_000000000000876;LOAN_000000000000919;Dede Korkuttan Seçme Hikayeler;Destan / Halk Edebiyat?;Türk Edebiyat?;Can Yay?nlar?;Elips;Elips;0;0;Türkçe;45566,41162;100535
ISBN_000000000000893;ACCS_000000000000877;LOAN_000000000000920;Dedemin K?rm?z? Kamyonu;Çocuk / Hikâye;Türk Edebiyat?;Can Yay?nlar?;Ali K?rca;Ali;K?rca;0;Türkçe;44526,53861;100090
ISBN_000000000000894;ACCS_000000000000878;LOAN_000000000000921;Define Adas?;Macera / Roman;Dünya Edebiyat?;Can Yay?nlar?;Robert Louis Stevenson;Robert Louis;Stevenson;0;Türkçe;45342,45039;100536
ISBN_000000000000895;ACCS_000000000000878;LOAN_000000000000922;Define Adas?;Macera / Roman;Dünya Edebiyat?;Can Yay?nlar?;Stevenson;Stevenson;0;0;Türkçe;45363,87644;100537
ISBN_000000000000896;ACCS_000000000000879;LOAN_000000000000923;De?irmen;Roman / Toplumsal;Türk Edebiyat?;Can Yay?nlar?;Sabahattin Ali;Sabahattin;Ali;0;Türkçe;44526,56134;100116
ISBN_000000000000896;ACCS_000000000000880;LOAN_000000000000924;De?irmen;Roman / Toplumsal;Türk Edebiyat?;T.C ?stanbul Valili?i;Sabahattin Ali;Sabahattin;Ali;0;Türkçe;45586,54699;100116
ISBN_000000000000897;ACCS_000000000000881;LOAN_000000000000925;De?irmenimden Mektuplar;Deneme / Mektup;Dünya Edebiyat?;Can Yay?nlar?;Alphonse Daudet;Alphonse;Daudet;0;Türkçe;44900,51928;100043
ISBN_000000000000898;ACCS_000000000000882;LOAN_000000000000926;De?i?en Bir ?ey Yok;Roman / Dram;Türk Edebiyat?;Can Yay?nlar?;Duygu Asena;Duygu;Asena;0;Türkçe;44525,38166;100538
ISBN_000000000000899;ACCS_000000000000883;LOAN_000000000000927;De?i?im;Bilim / Felsefe;Alman Edebiyat?;Can Yay?nlar?;Franz Kafka;Franz;Kafka;0;Türkçe;45567,36326;100186
ISBN_000000000000900;ACCS_000000000000884;LOAN_000000000000928;De?i?tirilmi? Karbon;Bilim Kurgu;Dünya Edebiyat?;Can Yay?nlar?;Richard K. Morgan;Richard K.;Morgan;0;Türkçe;44526,52343;100539
ISBN_000000000000901;ACCS_000000000000885;LOAN_000000000000929;Deha;Polisiye / Gerilim;Dünya Edebiyat?;Can Yay?nlar?;Marie Lu;Marie;Lu;0;Türkçe;45342,40549;100540
ISBN_000000000000902;ACCS_000000000000886;LOAN_000000000000930;Dehan?n Kodlar?;Ki?isel Geli?im;Ortado?u (Yak?ndo?u);Can Yay?nlar?;Ali Güler;Ali;Güler;0;Türkçe;44529,39287;100090
ISBN_000000000000903;ACCS_000000000000886;LOAN_000000000000931;Dehan?n Kodlar?;Ki?isel Geli?im;Ortado?u (Yak?ndo?u);Can Yay?nlar?;Yrd. Doç. Dr. Ali Güler;Yrd. Doç. Dr. Ali;Güler;0;Türkçe;45027,39446;100276
ISBN_000000000000904;ACCS_000000000000887;LOAN_000000000000932;Deli K?z?n Türküsü;Roman / Dram;?iir;Can Yay?nlar?;Gülten Ak?n;Gülten;Ak?n;0;Türkçe;45429,39856;100349
ISBN_000000000000905;ACCS_000000000000888;LOAN_000000000000933;Deli Kurt;Roman / Sava?;Tarih ve Co?rafya;Ötüken Yay?nevi;Hüseyin Nihal Ats?z;Hüseyin Nihal;Ats?z;0;Türkçe;44523,57294;100027
ISBN_000000000000906;ACCS_000000000000889;LOAN_000000000000934;Deliduman;Roman / Dram;Türk Edebiyat?;Ötüken Yay?nevi;Emrah Serbes;Emrah;Serbes;0;Türkçe;45586,54674;100541
ISBN_000000000000907;ACCS_000000000000890;LOAN_000000000000935;Delifi?ek;Roman / Dram;Dünya Edebiyat?;Ötüken Yay?nevi;Jose Mauro De Vasconcelos;Jose Mauro De;Vasconcelos;0;Türkçe;45567,34192;100542
ISBN_000000000000908;ACCS_000000000000891;LOAN_000000000000936;Delikanl?;Roman / Gençlik;Rus Edebiyat?;Ötüken Yay?nevi;Dostoyevski;Dostoyevski;0;0;Türkçe;44526,3237;100113
ISBN_000000000000909;ACCS_000000000000892;LOAN_000000000000937;Demir Maske;Roman / Polisiye;Dünya Edebiyat?;Ötüken Yay?nevi;Alexandre Dumas;Alexandre;Dumas;0;Türkçe;44901,47029;100543
ISBN_000000000000910;ACCS_000000000000893;LOAN_000000000000938;Demir Ökçe;?iir;Dünya Edebiyat?;Ötüken Yay?nevi;Jack London;Jack;London;0;Türkçe;44901,39127;100179
ISBN_000000000000911;ACCS_000000000000894;LOAN_000000000000939;Demokrasiden Diktatörlü?e;Siyaset / ?nceleme;Felsefe ve Psikoloji;Ötüken Yay?nevi;Onur Öymen;Onur;Öymen;0;Türkçe;45572,39458;100544
ISBN_000000000000912;ACCS_000000000000895;LOAN_000000000000940;Denemeler;Deneme;Dünya Edebiyat?;Ötüken Yay?nevi;Monta?gne;Monta?gne;0;0;Türkçe;45572,40299;100044
ISBN_000000000000913;ACCS_000000000000896;LOAN_000000000000941;Deniz Alt?nda Yirmibin F?rsah;Bilim Kurgu / Macera;Dünya Edebiyat?;Ötüken Yay?nevi;Jules Verne;Jules;Verne;0;Türkçe;45572,40456;100302
ISBN_000000000000914;ACCS_000000000000897;LOAN_000000000000942;Deniz Gurbetçileri;Roman / Göç;Türk Edebiyat?;Ötüken Yay?nevi;Halikarnas Bal?kç?s?;Halikarnas;Bal?kç?s?;0;Türkçe;45572,4062;100233
ISBN_000000000000915;ACCS_000000000000898;LOAN_000000000000943;Deniz ??içleri;Roman / Emek;Frans?z Edebiyat?;Ötüken Yay?nevi;V. Hugo;V.;Hugo;0;Türkçe;45586,54677;100545
ISBN_000000000000916;ACCS_000000000000899;LOAN_000000000000944;Denizk?z? Emily'Nin S?rr?;Çocuk / Gizem;Dünya Edebiyat?;Ötüken Yay?nevi;Lizz Kessler;Lizz;Kessler;0;Türkçe;44525,36681;100546
ISBN_000000000000917;ACCS_000000000000900;LOAN_000000000000945;Denizlere Söylenen ?ark?;?iir;Türk Edebiyat?;Ötüken Yay?nevi;Gökhan Akçiçek;Gökhan;Akçiçek;0;Türkçe;44529,35856;100435
ISBN_000000000000918;ACCS_000000000000901;LOAN_000000000000946;Derin;Roman / Psikolojik;Türk Edebiyat?;Ötüken Yay?nevi;Meltem Terzio?lu;Meltem;Terzio?lu;0;Türkçe;44900,50538;100547
ISBN_000000000000919;ACCS_000000000000902;LOAN_000000000000947;Derin Dostluk;Roman / Dostluk;Türk Edebiyat?;Ca?ao?lu Yay?nevi;Merve Muyan;Merve;Muyan;0;Türkçe;45562,43648;100548
ISBN_000000000000920;ACCS_000000000000903;LOAN_000000000000948;Derin Dükkan;Roman / Gizem;Türk Edebiyat?;Ca?ao?lu Yay?nevi;Celalettin Murat;Celalettin;Murat;0;Türkçe;45567,34532;100549
ISBN_000000000000921;ACCS_000000000000904;LOAN_000000000000949;Derin Mavi;Roman / Deniz;?iir;Ca?ao?lu Yay?nevi;Su Alevi Efsanesi;Su Alevi;Efsanesi;0;Türkçe;45586,54679;100550
ISBN_000000000000922;ACCS_000000000000904;LOAN_000000000000950;Derin Mavi;Roman / Deniz;Dünya Edebiyat?;Ca?ao?lu Yay?nevi;Jenn?fer  Donnelly;Jenn?fer;Donnelly;0;Türkçe;44525,55096;100260
ISBN_000000000000923;ACCS_000000000000905;LOAN_000000000000951;Derinden Gelen El;Roman / Fantastik;Dünya Edebiyat?;Ca?ao?lu Yay?nevi;Thomas Brez?na;Thomas;Brez?na;0;Türkçe;44526,46096;100551
ISBN_000000000000924;ACCS_000000000000906;LOAN_000000000000952;Dersim Gerçe?i;Tarih / Ara?t?rma;Tarih ve Co?rafya;Ca?ao?lu Yay?nevi;Ali Kuzu;Ali;Kuzu;0;Türkçe;45328,6256;100090
ISBN_000000000000925;ACCS_000000000000907;LOAN_000000000000953;Dert Dinleme Uzman?;Ki?isel Geli?im;Türk Edebiyat?;Ca?ao?lu Yay?nevi;Adalet A?ao?lu;Adalet;A?ao?lu;0;Türkçe;45363,53556;100552
ISBN_000000000000926;ACCS_000000000000908;LOAN_000000000000954;Dervi?an;Tasavvuf;Türk Edebiyat?;Kap? Yay?nlar?;Ömer Faruk Dönmez;Ömer Faruk;Dönmez;0;Türkçe;45363,84199;100407
ISBN_000000000000927;ACCS_000000000000909;LOAN_000000000000955;Dervi?in Teselli Koleksiyonu;Tasavvuf / Deneme;Türk Edebiyat?;Hayykitap;Mecit Ömür Öztürk;Mecit Ömür;Öztürk;0;Türkçe;45562,34888;100553
ISBN_000000000000928;ACCS_000000000000910;LOAN_000000000000956;Destanlar Burcu;Roman / Dram;?iir;Bilge Kültür Sanat Yay?nevi;Niyazi Y?ld?r?m Gençosmano?lu;Niyazi Y?ld?r?m;Gençosmano?lu;0;Türkçe;44525,40961;100433
ISBN_000000000000929;ACCS_000000000000911;LOAN_000000000000957;Destanla?an Çanakkale;Tarih / Sava?;Tarih ve Co?rafya;Can Yay?nlar?;Mustafa Turan;Mustafa;Turan;0;Türkçe;45345,56955;100013
ISBN_000000000000930;ACCS_000000000000912;LOAN_000000000000958;Devlerin Ölümü;Roman / Fantastik;Türk Edebiyat?;Can Yay?nlar?;Sabahattin Ali;Sabahattin;Ali;0;Türkçe;45568,56485;100116
ISBN_000000000000931;ACCS_000000000000913;LOAN_000000000000959;Devlet;Felsefe / Siyaset;Felsefe ve Psikoloji;Can Yay?nlar?;Platon;Platon;0;0;Türkçe;44526,46845;100046
ISBN_000000000000931;ACCS_000000000000914;LOAN_000000000000960;Devlet;Felsefe / Siyaset;Felsefe ve Psikoloji;Türkiye ?? Bankas? Kültür Yay?nlar?;Platon;Platon;0;0;Türkçe;45429,39606;100046
ISBN_000000000000932;ACCS_000000000000914;LOAN_000000000000961;Devlet;Felsefe / Siyaset;Felsefe ve Psikoloji;Türkiye ?? Bankas? Kültür Yay?nlar?;Eflatun;Eflatun;0;0;Türkçe;45027,38119;100554
ISBN_000000000000933;ACCS_000000000000915;LOAN_000000000000962;Devlet Adamlar?;Siyaset / ?nceleme;Tarih ve Co?rafya;Türkiye ?? Bankas? Kültür Yay?nlar?;Davut Gül;Davut;Gül;0;Türkçe;45307,53392;100555
ISBN_000000000000934;ACCS_000000000000916;LOAN_000000000000963;Devlet Ana;Roman / Tarih;Türk Edebiyat?;Ketebe Yay?nlar?;Kemal Tahir;Kemal;Tahir;0;Türkçe;44524,58769;100020
ISBN_000000000000935;ACCS_000000000000917;LOAN_000000000000964;Devlet Ku?u;Roman / Fantastik;Türk Edebiyat?;Ketebe Yay?nlar?;Orhan Kemal;Orhan;Kemal;0;Türkçe;45573,37948;100029
ISBN_000000000000936;ACCS_000000000000918;LOAN_000000000000965;Devrimin K?z?;Roman / Devrim;Dünya Edebiyat?;Ketebe Yay?nlar?;Amy Engel;Amy;Engel;0;Türkçe;45562,41427;100556
ISBN_000000000000937;ACCS_000000000000919;LOAN_000000000000966;Deyimlerden Seçmeler;Öykü;Dil ve Dil Bilimi;Ketebe Yay?nlar?;Meram Yay?nc?l?k;Meram;Yay?nc?l?k;0;Türkçe;44525,56797;100557
ISBN_000000000000938;ACCS_000000000000920;LOAN_000000000000967;D??ar?daki Havalar;Roman;Türk Edebiyat?;Hece Yay?nlar?;Necdet Suba??;Necdet;Suba??;0;;44526,41325;100558
ISBN_000000000000938;ACCS_000000000000921;LOAN_000000000000968;D??ar?daki Havalar;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Necdet Suba??;Necdet;Suba??;0;;45586,54685;100558
ISBN_000000000000939;ACCS_000000000000922;LOAN_000000000000969;Didier Covard Anubis ?n Üç Cinayeti;Polisiye / Gizem;Dünya Edebiyat?;Ketebe Yay?nlar?;Didier Covard;Didier;Covard;0;Türkçe;45586,54704;100242
ISBN_000000000000940;ACCS_000000000000923;LOAN_000000000000970;Dijital Dü?lemeler;Teknoloji / ?nceleme;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;Ahmet Melih Karau?uz;Ahmet Melih;Karau?uz;0;Türkçe;45188,41174;100559
ISBN_000000000000941;ACCS_000000000000924;LOAN_000000000000971;Dijital Kale;Bilim Kurgu / Fantastik;Dünya Edebiyat?;Ketebe Yay?nlar?;Dan Brown;Dan;Brown;0;Türkçe;44526,3466;100520
ISBN_000000000000942;ACCS_000000000000925;LOAN_000000000000972;Dikanka Yak?nlar?nda Bir Çiflikte Ak?am Toplant?lar?;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Gogol;Gogol;0;0;Türkçe;44531,49851;100400
ISBN_000000000000943;ACCS_000000000000926;LOAN_000000000000973;Dikenli Bir Güledir A?k;Roman;?iir;Ketebe Yay?nlar?;Halil Dahman;Halil;Dahman;0;Türkçe;45562,54719;100047
ISBN_000000000000944;ACCS_000000000000927;LOAN_000000000000974;Dilek Kadar Yak?n;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Barbara Freethy;Barbara;Freethy;0;Türkçe;45562,4825;100402
ISBN_000000000000945;ACCS_000000000000928;LOAN_000000000000975;Dinozorlar?n Sessiz Gecesi  2. Kitap;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Hoimar Von Ditfurth;Hoimar Von;Ditfurth;0;Türkçe;45328,67686;100560
ISBN_000000000000946;ACCS_000000000000929;LOAN_000000000000976;Direni?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Gemma Malley;Gemma;Malley;0;Türkçe;45586,54671;100381
ISBN_000000000000947;ACCS_000000000000930;LOAN_000000000000977;Dirili?;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Tolstoy;Nikolayeviç;Tolstoy;0;Türkçe;45586,54671;100019
ISBN_000000000000948;ACCS_000000000000931;LOAN_000000000000978;Dirili? Çanakkale 1915;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Turgut Özakman;Turgut;Özakman;0;Türkçe;45586,54671;100032
ISBN_000000000000949;ACCS_000000000000932;LOAN_000000000000979;Dirili? Yank?lar?;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;?lyas Ekin;?lyas;Ekin;0;Türkçe;45586,54671;100561
ISBN_000000000000950;ACCS_000000000000933;LOAN_000000000000980;Di?i Kurdun Rüyalar?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Cengiz Aytmatov;Cengiz;Aytmatov;0;Türkçe;45586,54671;100207
ISBN_000000000000951;ACCS_000000000000934;LOAN_000000000000981;Di?i Örümcek;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Rafik Halid Karay;Rafik Halid;Karay;0;Türkçe;45586,54671;100562
ISBN_000000000000952;ACCS_000000000000935;LOAN_000000000000982;Divan;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Irv?n D.Yalom;Irv?n;D.Yalom;0;Türkçe;45586,54671;100563
ISBN_000000000000953;ACCS_000000000000936;LOAN_000000000000983;Divan Edebiyat? Antolojisi;Roman;?iir;Ketebe Yay?nlar?;Ord. Prof. Dr. M. Fuad Köprülü;Ord. Prof. Dr. M. Fuad;Köprülü;0;Türkçe;45586,54671;100564
ISBN_000000000000954;ACCS_000000000000937;LOAN_000000000000984;Divan ?iiri;Roman;?iir;Ketebe Yay?nlar?;Dr. ?skender Pala  Osman Sevim Prof.;Dr. ?skender Pala  Osman Sevim;Prof.;0;Türkçe;45586,54671;100565
ISBN_000000000000955;ACCS_000000000000938;LOAN_000000000000985;Divan ?iirinin Dünyas?na Giri?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ömer Ferit Kam;Ömer Ferit;Kam;0;Türkçe;44523,47975;100566
ISBN_000000000000956;ACCS_000000000000939;LOAN_000000000000986;Divan ?iirlerinden Seçmeler;Roman;?iir;Ketebe Yay?nlar?;Bilge Ekinci;Bilge;Ekinci;0;Türkçe;44526,33787;100163
ISBN_000000000000957;ACCS_000000000000939;LOAN_000000000000987;Divan ?iirlerinden Seçmeler;Roman;?iir;Ketebe Yay?nlar?;Derleyen: Bilge Ekinci;Derleyen: Bilge;Ekinci;0;Türkçe;44524,51845;100567
ISBN_000000000000958;ACCS_000000000000940;LOAN_000000000000988;Divan?;Roman;?iir;Ketebe Yay?nlar?;Yunus Emre;Yunus;Emre;0;Türkçe;44524,55002;100205
ISBN_000000000000959;ACCS_000000000000941;LOAN_000000000000989;Diyaloglar;Roman;Felsefe ve Psikoloji;Ketebe Yay?nlar?;Platon;Platon;0;0;Türkçe;44529,48475;100046
ISBN_000000000000960;ACCS_000000000000942;LOAN_000000000000990;Diyar-I Mevlana;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Murat Sülün;Murat;Sülün;0;Türkçe;45562,34503;100442
ISBN_000000000000961;ACCS_000000000000943;LOAN_000000000000991;Dizboyu Papatyalar;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Tomris Uyar;Tomris;Uyar;0;Türkçe;45586,54691;100568
ISBN_000000000000962;ACCS_000000000000944;LOAN_000000000000992;Do?adaki Teknoloji;Roman;Do?a Bilimleri ve Matematik;Can Yay?nlar?;Harun Yahya;Harun;Yahya;0;Türkçe;45572,54903;100569
ISBN_000000000000963;ACCS_000000000000945;LOAN_000000000000993;Do?u Bat? Aras?nda ?slam;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Aliya ?zzetbogoviç;Aliya;?zzetbogoviç;0;Türkçe;45363,84953;100050
ISBN_000000000000964;ACCS_000000000000946;LOAN_000000000000994;Do?u I???? 1;Roman;Tarih ve Co?rafya;Tdv Yay?nlar?;Ali Haydar Haksal;Ali Haydar;Haksal;0;Türkçe;45419,55052;100051
ISBN_000000000000965;ACCS_000000000000947;LOAN_000000000000995;Do?u'Dan Uzakta;Roman;Dünya Edebiyat?;Can Yay?nlar?;Amin Maalouf;Amin;Maalouf;0;Türkçe;45567,4013;100052
